cut,municipality,iadm40,iadm44,iadm41,iadm25,iadm33,isoc013,mocosoc,mcosoc,icar007,itpcm,itpc,itpr,itpu
13111,LA GRANJA,13857608,2088827,3881856,19.86,44.33,523,1,0,12245.4,94833,122454,0,116571
13112,LA PINTANA,23820264,2203128,4357443,33.42,46.3,474,1,0,6088.65,137778,188748,0,177335
13113,LA REINA,1773041,15601408,21963440,,,,,,4305.78,77860,99033,0,92787
13114,LAS CONDES,4081210,134880391,170305151,33.85,33.56,454,1,1,3265.75,264737,323309,0,294838
13115,LO BARNECHEA,1898751,65946677,77197328,48.87,44.05,190,1,1,116.45,85432,119240,2699,103134
13116,LO ESPEJO,11454744,1332482,3751033,27.33,57.45,1613,1,1,14806.14,79905,103643,0,98804
13117,LO PRADO,10757362,1398761,2979792,30.31,59.84,,1,1,14730.14,81364,103111,0,96249
13118,MACUL,3862220,11091060,16374052,33.23,42.9,456,1,1,10035.92,105133,130467,0,116534
13119,MAIPÚ,54142837,21820557,32483256,19.69,33.68,1280,1,1,4260.63,436757,566664,3433,518194
13120,ÑUÑOA,3583548,25809683,38810702,34.6,41.67,392,1,1,14161.94,199953,240753,0,208237
13121,PEDRO AGUIRRE CERDA,9061758,2698060,4495300,24.5,43.05,319,1,1,10720.5,84961,107205,0,101174
13122,PEÑALOLÉN,15206444,18040780,24833746,29.71,49.67,2972,1,1,4856.81,199239,262268,0,241599
13123,PROVIDENCIA,2710598,50811996,82333409,32.93,45.69,227,1,1,11031.86,132634,154446,0,142079
13124,PUDAHUEL,16314965,25678223,33617452,29.31,55.53,557,1,1,1260.64,187621,248347,4155,226138
13125,QUILICURA,8650890,30842681,37969823,28.47,40.93,782,1,1,4191.59,177986,243112,552,209858
13126,QUINTA NORMAL,4542500,6624722,10067179,18.77,48.12,479,1,1,10857,103716,130284,0,110026
13127,RECOLETA,5009507,18992976,24366744,28.38,41.92,1599,1,1,11380.5,144032,182088,0,157851
13128,RENCA,7708374,14200072,17415941,37.3,50.79,592,1,1,6613.21,118508,158717,0,147151
13129,SAN JOAQUÍN,4387490,9790374,14186442,36.57,55.43,559,1,1,10202.7,81495,102027,0,94492
13130,SAN MIGUEL,2002509,8963856,15017360,19.69,46.29,313,1,1,12608.8,102078,126088,0,107954
13131,SAN RAMÓN,10325334,1405883,2655323,24.51,49.35,698,1,0,12360.14,67073,86521,0,82900
13132,VITACURA,1850329,45890576,64019337,35.66,44.62,101,1,1,3357.86,73981,94020,0,85384
13201,PUENTE ALTO,65864676,14316533,20006591,26.71,41.5,913,1,1,7156.17,470584,629743,12,568094
13202,PIRQUE,1123248,3679960,4995307,33.33,50,283,1,1,66.55,22414,29616,14851,11670
13203,SAN JOSÉ DE MAIPO,1792960,1736977,2734419,21,42,514,1,1,3.66,14037,18275,6981,11208
13301,COLINA,4340412,23121185,30673075,26.28,39.1,495,1,1,178.29,120962,173119,28189,118018
13302,LAMPA,3505003,13646329,16288872,29.37,45.24,540,1,1,268.87,85359,121528,21273,80761
13303,TILTIL,1671320,1716286,2509615,20.59,35.29,168,,,32.26,15831,21066,6242,13070
13401,SAN BERNARDO,19786933,19512403,28379722,26.15,48.1,2903,1,1,2123.36,242313,329121,5065,296248
13402,BUIN,3269228,6305530,10066754,26.25,41.88,,1,1,499.93,79393,106986,13703,82911
13403,CALERA DE TANGO,1278785,2501144,4415696,32.63,40,154,1,1,382.37,21081,27913,13847,11545
13404,PAINE,3869892,5046541,6309288,33.33,52.38,790,1,1,119.04,60085,80711,26006,46753
13501,MELIPILLA,11119195,3803560,6131396,28.95,44.3,,1,1,103.19,104896,138793,38903,84724
13502,ALHUÉ,1071988,2103005,2550751,,,,0,0,8.54,5582,7214,3660,2784
13503,CURACAVÍ,2871590,1880817,3247019,26.42,48.11,243,1,1,51.54,27187,35720,12219,20360
13504,MARÍA PINTO,1638718,1348343,1890243,30.95,69.05,93,1,0,37.24,11198,14708,6923,6667
13505,SAN PEDRO,1868139,456790,733522,38.64,63.64,102,1,1,14.86,8918,11706,9726,0
13601,TALAGANTE,5842987,3220793,4400844,,,771,1,1,638.8,60236,80489,15028,59209
13602,EL MONTE,3076118,1578560,2968972,20,45.71,232,1,0,333.02,29096,39296,5878,30045
13603,ISLA DE MAIPO,3199859,1769110,2683166,28.79,45.45,420,1,0,208.64,29312,39433,9278,26941
13604,PADRE HURTADO,4217461,3146800,4750824,36.31,53.5,291,1,1,887.06,53302,71852,7522,55728
13605,PEÑAFLOR,7518017,3224236,4827397,21.66,45.1,634,1,1,1436.84,73720,99142,7137,83064
14101,VALDIVIA,20094000,8741407,14985208,31.55,33.8,3804,0,1,172.36,136669,175117,11364,154716
14102,CORRAL,2128192,165334,238483,41.38,37.93,98,1,0,7.1,4274,5444,1821,3481
14103,LANCO,2891409,313269,582602,35.94,43.75,853,1,1,32.94,13104,17524,5145,11607
14104,LOS LAGOS,2757696,874510,1331703,,,,,,11.44,15483,20488,9836,9798
14105,MÁFIL,1660513,300647,439709,41.03,56.41,135,1,1,12.66,5582,7380,2852,4243
14106,MARIQUINA,3500009,728588,1513401,25.4,33.33,378,1,0,17.42,16839,23016,11319,9959
14107,PAILLACO,2813658,747905,1226650,31.43,48.57,327,1,1,23.13,15760,20725,7736,12452
14108,PANGUIPULLI,7741159,2862264,3739873,32.81,31.25,1250,1,1,10.9,27028,35870,19266,15273
14201,LA UNIÓN,5121435,1674841,2625139,31.9,46.55,743,1,0,18.46,30146,39446,11374,26662
14202,FUTRONO,2540115,739792,1152111,31.15,45.9,166,1,1,7.19,11344,15255,6482,8183
14203,LAGO RANCO,2276408,819588,1006214,44.64,51.79,271,1,1,5.83,7852,10281,7627,2269
14204,RÍO BUENO,3805130,1311704,2026636,29.67,43.96,260,1,1,14.86,25476,32867,14229,17143
15101,ARICA,20454457,8668100,16820784,21.32,38.77,2751,0,1,50.53,180594,242510,16285,205079
15102,CAMARONES,1516092,138142,373173,63.16,26.32,74,1,1,0.31,1006,1228,1255,0
15201,PUTRE,2160543,138477,311768,35.71,32.14,85,1,1,0.42,2032,2493,613,2152
15202,GENERAL LAGOS,1288701,24744,130316,44.44,27.78,38,0,1,0.36,665,805,684,0
16101,CHILLÁN,16911189,9816923,17467942,27.52,42.2,963,1,1,385.23,151036,196853,16092,168647
16102,BULNES,3239625,762959,1206112,34.62,44.87,640,1,1,52.99,17332,22520,8002,13491
16103,CHILLÁN VIEJO,3388952,1085652,1661972,34.33,44.78,455,1,1,114.01,24463,33291,3498,27409
16104,EL CARMEN,2676275,346765,507122,36.92,38.46,226,1,0,18.6,9606,12348,7183,4861
16105,PEMUCO,1881951,985609,1076215,43.48,34.78,369,0,1,15.35,6620,8640,4280,4168
16106,PINTO,2328152,714694,1131759,28.57,40.82,338,1,1,10.12,9264,11781,5369,5458
16107,QUILLÓN,6515308,502497,1144697,28.75,43.75,213,1,0,43.98,14705,18604,7062,10423
16108,SAN IGNACIO,3261113,257431,428245,,,437,0,1,45.6,12947,16598,9277,6802
16109,YUNGAY,3769352,740098,920481,29.09,41.82,322,0,0,22.45,14315,18499,4484,13303
16201,QUIRIHUE,2771790,251199,467359,,,,,,20.64,9507,12155,2121,9473
16202,COBQUECURA,2567425,187269,294674,,,,,,9.26,4361,5281,3559,1453
16203,COELEMU,3752138,412648,806040,41.67,45,271,1,1,49.12,12973,16800,4560,11435
16204,NINHUE,2097955,119699,220511,36.36,33.33,179,1,0,13.52,4330,5421,3714,1499
16205,PORTEZUELO,1992252,112457,148203,41.46,39.02,206,1,1,17.55,3929,4950,3058,1804
16206,RÁNQUIL,1814251,536749,675446,45.45,42.42,301,1,1,25.15,4962,6238,4168,1587
16207,TREHUACO,1999934,124628,252264,,,116,1,1,18.11,4458,5667,3627,1774
16301,SAN CARLOS,7656264,1594982,2756386,47.19,39.33,1843,1,1,64,43140,55935,19763,33261
16302,COIHUECO,6023973,617624,939360,34.29,31.43,254,1,0,15.84,21199,28147,17783,9098
16303,ÑIQUÉN,2573590,236573,515755,27.66,51.06,229,1,1,23.44,9144,11556,9999,1153
16304,SAN FABIÁN,1531130,304070,434049,46.34,26.83,124,1,1,2.94,3599,4607,2614,1694
16305,SAN NICOLÁS,2145485,581614,962840,36.21,37.93,264,1,1,24.58,9420,12068,6716,4887
