cut,municipality,iadm40,iadm44,iadm41,iadm25,iadm33,isoc013,mocosoc,mcosoc,icar007,itpcm,itpc,itpr,itpu
13113,LA REINA,1815687,15979540,23323188,32.18,52.11,448,1,1,4367.78,79489,100459,0,100459
13114,LAS CONDES,4179372,134393360,163511198,39.22,35.14,489,1,1,3386.83,276116,335296,0,335296
13115,LO BARNECHEA,1944421,67951838,79839903,55.1,50.69,194,1,1,123.84,91467,126816,924,125892
13116,LO ESPEJO,11730256,1330221,3407740,28.52,61.17,206,1,1,14768.71,80205,103381,0,103381
13117,LO PRADO,11047160,1216233,2360123,30.71,43.93,730,1,1,14915,82900,104405,0,104405
13118,MACUL,4270787,9868911,13952031,39.26,40.42,560,1,1,10482.92,110483,136278,0,136278
13119,MAIPÚ,55445097,20923104,30543905,20.45,34.62,2236,1,1,4391.38,452906,584053,3676,580377
13120,ÑUÑOA,3547896,23314784,37631858,37.33,42.5,294,1,1,15048.41,213757,255823,0,255823
13121,PEDRO AGUIRRE CERDA,9302273,2675826,4407036,26.71,42.02,201,1,1,10740.9,85644,107409,0,107409
13122,PEÑALOLÉN,15572193,18826009,25094905,36.27,47.7,3108,1,1,4986.96,205893,269296,0,269296
13123,PROVIDENCIA,2775794,48714668,72895203,36.63,45.76,267,1,0,11431.64,138146,160043,0,160043
13124,PUDAHUEL,16707377,27841511,33925087,32.78,55.28,2860,1,1,1302.57,195113,256607,4789,251818
13125,QUILICURA,8871421,30401802,37442357,51.39,37.96,767,1,1,4517.12,193085,261993,702,261291
13126,QUINTA NORMAL,4829348,6022392,8612792,15.66,45.55,722,1,1,11575.33,111252,138904,0,138904
13127,RECOLETA,5243711,18883693,23170560,29.34,42.72,1694,1,1,12100.31,154104,193605,0,193605
13128,RENCA,7912032,13877327,16980139,31.9,47.99,559,1,1,6748.29,121818,161959,0,161959
13129,SAN JOAQUÍN,4493019,9552286,13029164,25.29,47.38,244,1,0,10387.1,83476,103871,0,103871
13130,SAN MIGUEL,2134246,8951129,13893400,20.98,46.32,,1,0,13683.5,111464,136835,0,136835
13131,SAN RAMÓN,10760556,1307361,2785806,23.96,48.88,1408,1,0,12288.14,67117,86017,0,86017
13132,VITACURA,1982639,45202250,62688120,34.92,40.95,172,1,1,3489.11,77427,97695,0,97695
13201,PUENTE ALTO,67448870,14146257,20097375,34.23,54.48,515,1,1,7443.56,492682,655033,11,655022
13202,PIRQUE,1177422,3612093,4920327,33.02,51.89,165,1,0,69.96,23725,31134,17879,13255
13203,SAN JOSÉ DE MAIPO,1836085,1067927,2000800,,,,,,3.79,14631,18917,6615,12302
13301,COLINA,4446827,24009899,32108580,27.27,42.42,882,1,1,191.14,130800,185599,36398,149201
13302,LAMPA,,,,,,,,,290.79,93131,131436,26198,105238
13303,TILTIL,1714317,1539408,2268140,25.84,39.33,199,1,1,33.36,16485,21783,6441,15342
13401,SAN BERNARDO,20262855,19279008,28562556,23.96,43.03,1157,1,1,2187.37,251434,339043,4794,334249
13402,BUIN,3358995,6276523,9954848,26.67,43.59,141,1,1,523.06,83696,111934,15872,96062
13403,CALERA DE TANGO,1323459,2318364,4239585,,,,,,397.52,22054,29019,16280,12739
13404,PAINE,3962971,5204821,6907584,36.26,51.1,882,1,1,124.45,63275,84379,29902,54477
13501,MELIPILLA,11403920,4043833,6881448,31.56,47.56,,1,1,106.9,109451,143779,44642,99137
13502,ALHUÉ,,,,,,,,,8.92,5870,7536,4479,3057
13503,CURACAVÍ,2940658,2375884,3958439,21.65,51.55,253,1,1,53.38,28358,36991,14030,22961
13504,MARÍA PINTO,1686115,1566261,2125610,35.82,52.24,623,1,0,38.31,11605,15132,6647,8485
13505,SAN PEDRO,1915361,514913,819980,32.73,63.64,109,1,1,15.4,9310,12132,12132,0
13601,TALAGANTE,6191974,3477152,4634202,25.56,37.22,368,1,0,657.94,62478,82900,17210,65690
13602,EL MONTE,3200072,1732413,3296880,22.12,46.02,123,1,0,344.24,30303,40620,6667,33953
13603,ISLA DE MAIPO,3295275,2160227,3188381,25,40.48,490,0,0,215.89,30553,40803,10384,30419
13604,PADRE HURTADO,4319683,3162527,4916200,36.57,51.43,274,1,1,940.98,56970,76219,9131,67088
13605,PEÑAFLOR,7698844,3543731,5088503,22.51,45.58,,1,1,1487.93,76887,102667,8605,94062
14101,VALDIVIA,20649936,8720877,12828393,35,35.18,4441,1,1,175.42,140225,178226,11973,166253
14102,CORRAL,2179381,191765,264243,46.15,38.46,236,1,0,7.1,4314,5445,1819,3626
14103,LANCO,2961543,436876,684586,38.89,43.06,547,1,1,33.39,13420,17762,5439,12323
14104,LOS LAGOS,2836461,911987,1264388,30.12,53.01,137,1,1,11.46,15670,20527,9946,10581
14105,MÁFIL,1700488,324905,451149,44.44,53.33,39,1,0,12.68,5644,7390,2644,4746
14106,MARIQUINA,3530966,732270,1295433,26.8,42.27,423,1,0,17.76,17338,23458,12469,10989
14107,PAILLACO,2885281,800224,1223813,63.16,54.39,476,1,1,23.27,16010,20848,7283,13565
14108,PANGUIPULLI,7977629,2871196,3625430,40.94,33.33,1311,1,1,10.96,27448,36072,20238,15834
14201,LA UNIÓN,5244617,1824722,2762385,30.77,50.35,190,1,1,18.53,30556,39593,11278,28315
14202,FUTRONO,2679068,1029414,1384180,30.99,52.11,208,1,1,7.19,11457,15251,6448,8803
14203,LAGO RANCO,2331163,1343406,1522551,40.91,50,505,1,1,5.84,7938,10293,7896,2397
14204,RÍO BUENO,3962026,1245078,1980169,35.35,45.45,240,1,1,14.9,25785,32953,14255,18698
15101,ARICA,21297492,9371852,15768381,25.76,39,5213,1,1,52.26,188465,250795,18190,232605
15102,CAMARONES,1552858,277290,537685,,,,,,0.32,1025,1239,1239,0
15201,PUTRE,2212509,129102,276885,41.38,31.03,145,1,1,0.43,2080,2536,605,1931
15202,GENERAL LAGOS,1319696,15933,113956,50,31.25,21,0,0,0.36,673,810,810,0
16101,CHILLÁN,17317943,9767245,15958807,34.93,41.07,2861,1,1,391.68,154805,200148,16867,183281
16102,BULNES,3331687,847190,1291208,33.78,44.59,687,1,1,53.33,17601,22665,8306,14359
16103,CHILLÁN VIEJO,3517277,1153462,1753583,53.33,51.11,744,1,1,117.5,25422,34311,3418,30893
16104,EL CARMEN,2751178,427725,607396,47.95,36.99,210,0,0,18.53,9658,12307,7180,5127
16105,PEMUCO,1927216,1143767,1302151,50.88,45.61,329,0,0,15.33,6673,8631,4296,4335
16106,PINTO,2384148,776258,1111787,37.29,40.68,269,1,1,10.28,9488,11965,5835,6130
16107,QUILLÓN,6833503,551154,1139396,12.16,47.3,225,1,0,44.74,15093,18924,7015,11909
16108,SAN IGNACIO,3525524,412558,649874,,,,,,45.69,13090,16630,9319,7311
16109,YUNGAY,3956112,786466,964659,47.37,44.74,310,0,1,22.66,14573,18670,4129,14541
16201,QUIRIHUE,2862685,303393,531600,27.69,40,130,1,0,20.74,9641,12214,2019,10195
16202,COBQUECURA,2658897,236265,419381,38,26,108,1,1,9.24,4383,5265,3767,1498
16203,COELEMU,3842385,426800,748737,36,49.33,480,1,1,49.33,13153,16871,4398,12473
16204,NINHUE,2155346,135527,236935,51.72,44.83,131,1,0,13.47,4351,5402,3819,1583
16205,PORTEZUELO,2048494,124094,192124,41.86,39.53,203,0,1,17.46,3944,4925,3048,1877
16206,RÁNQUIL,1858712,612647,715607,50,38.1,273,1,1,25.3,5032,6275,4527,1748
16207,TREHUACO,2057905,162944,294054,23.81,50.79,117,1,1,18.27,4535,5718,3736,1982
16301,SAN CARLOS,7901719,1661818,2840251,67.09,41.77,1298,1,1,64.64,43956,56499,20125,36374
16302,COIHUECO,6390144,788995,1261935,35.29,28.24,273,0,0,16.08,21695,28569,18368,10201
16303,ÑIQUÉN,2641611,290555,576683,32.08,43.4,224,1,1,23.46,9234,11565,10371,1194
16304,SAN FABIÁN,1606257,307001,485452,58.33,36.11,105,0,1,2.99,3699,4693,2963,1730
16305,SAN NICOLÁS,2197505,1139685,1526620,38.1,39.68,115,1,1,24.97,9652,12261,6911,5350
