cut,municipality,iadm40,iadm44,iadm41,iadm25,iadm33,isoc013,mocosoc,mcosoc,icar007,itpcm,itpc,itpr,itpu
12301,PORVENIR,1912123,550547,1259185,34,30,31,Si,Si,0.75,5706,7323,907,6416
12302,PRIMAVERA,1166637,152207,305139,50,33.33,6,Si,No,0.11,575,694,694,0
12303,TIMAUKEL,1176316,69138,92637,42.11,52.63,3,No,No,0.03,245,282,282,0
12401,NATALES,3721088,1538718,2680470,29.63,51.85,557,Si,Si,0.48,18567,23782,2508,21274
12402,TORRES DEL PAINE,1179819,394193,439843,54.17,45.83,18,Si,No,0.15,949,1021,1021,0
13101,SANTIAGO,6816465,63701724,100749181,14.39,25.95,630,Si,Si,22870.32,435965,503147,0,503147
13102,CERRILLOS,3982266,11258912,13838328,29.43,52.83,124,Si,No,4236,68411,88956,0,88956
13103,CERRO NAVIA,16016719,1209342,2082912,31.28,48.66,518,Si,No,12951.36,110081,142465,0,142465
13104,CONCHALÍ,9390640,5995451,7954364,21.26,44.36,554,Si,Si,12654.09,109514,139195,0,139195
13105,EL BOSQUE,18966666,2299381,4279718,31.01,55.03,459,Si,Si,12285.71,131947,172000,0,172000
13106,ESTACIÓN CENTRAL,4772963,10697251,16070447,22.42,47.88,1887,Si,Si,14770.86,167378,206792,0,206792
13107,HUECHURABA,3145278,27661212,32124540,40.82,55.69,771,Si,Si,2500.62,82562,112528,86,112442
13108,INDEPENDENCIA,3581839,5596695,9239674,20.07,42.14,195,Si,Si,20295,115414,142065,0,142065
13109,LA CISTERNA,3161184,4167802,8294110,22.05,52.47,192,Si,Si,10043.4,80143,100434,0,100434
13110,LA FLORIDA,29707368,23039929,30266212,32.54,51.2,772,Si,Si,5668.07,317599,402433,141,402292
13111,LA GRANJA,13713851,1960403,3449688,26.1,45.91,545,Si,No,12255.7,95278,122557,0,122557
13112,LA PINTANA,23323828,2171749,3817560,37.43,45.72,1456,Si,No,6107.58,138838,189335,0,189335
13113,LA REINA,1736089,15819267,20798818,21.85,35.69,No Recepcionado,Si,Si,4358.78,79111,100252,0,100252
13114,LAS CONDES,3996153,137692838,165362760,40.37,34.39,459,Si,Si,3341,271751,330759,0,330759
13115,LO BARNECHEA,1859180,65812721,73858145,52.68,48.81,219,Si,Si,121.17,89262,124076,931,123145
13116,LO ESPEJO,11112644,1317140,2969651,28,57.33,540,Si,Si,14837.86,80387,103865,0,103865
13117,LO PRADO,10537174,1301944,2427565,24.85,52.73,583,Si,Si,14914.71,82690,104403,0,104403
13118,MACUL,4094423,10554174,14714646,32.8,41.27,401,Si,Si,10356.54,108880,134635,0,134635
13119,MAIPÚ,53014453,21448162,29295153,14.69,32.98,1040,Si,Si,4350.41,447642,578605,3677,574928
13120,ÑUÑOA,3392360,24626184,35229288,33.51,40.88,365,Si,Si,14717.18,208544,250192,0,250192
13121,PEDRO AGUIRRE CERDA,8894473,2580581,3839205,25.6,43.69,No Recepcionado,No Recepcionado,No Recepcionado,10780.3,85743,107803,0,107803
13122,PEÑALOLÉN,14889527,18175044,22893883,27.49,48.12,3059,Si,Si,4940.7,203476,266798,0,266798
13123,PROVIDENCIA,2654107,50086463,72055674,38,46.71,222,Si,Si,11267.79,135891,157749,0,157749
13124,PUDAHUEL,15974946,28757097,33173253,32.16,55.56,2754,Si,Si,1284.97,192016,253139,4715,248424
13125,QUILICURA,8482360,31622763,37827161,29.08,44.51,779,Si,Si,4391.28,187276,254694,693,254001
13126,QUINTA NORMAL,4573942,6127057,8311197,19.57,45.2,652,Si,Si,11364,108964,136368,0,136368
13127,RECOLETA,4954906,19362195,23048733,28.85,42.07,1619,Si,Si,11879.69,150919,190075,0,190075
13128,RENCA,7559189,14463910,17680713,42.36,49.31,2116,Si,Si,6701.96,120635,160847,0,160847
13129,SAN JOAQUÍN,4296051,9663206,12756514,32.2,48.92,933,Si,No,10348.5,82960,103485,0,103485
13130,SAN MIGUEL,2009601,8749985,12561319,22.57,46.46,No Recepcionado,Si,Si,13305.9,108131,133059,0,133059
13131,SAN RAMÓN,10232650,1247197,2539195,25.61,50.18,1460,Si,No,12358.57,67325,86510,0,86510
13132,VITACURA,1895723,45861781,59475976,35.91,40.1,520,Si,Si,3456.21,76461,96774,0,96774
13201,PUENTE ALTO,64491997,13806363,18547226,30.41,54.98,475,Si,Si,7339.88,484658,645909,11,645898
13202,PIRQUE,1125227,3629076,4593601,31.43,50.48,183,No,No,68.39,23126,30433,17458,12975
13203,SAN JOSÉ DE MAIPO,1755594,1127982,1980746,24.49,41.84,456,Si,Si,3.73,14377,18644,6499,12145
13301,COLINA,4251538,23511832,30520724,28.33,41.11,433,Si,Si,185.74,126690,180353,35472,144881
13302,LAMPA,3435043,14266648,16387547,No Recepcionado,No Recepcionado,1151,Si,No,280.75,89624,126898,25678,101220
13303,TILTIL,1639094,1584837,2176639,20,37.65,238,No,No,32.89,16205,21477,6465,15012
13401,SAN BERNARDO,19374557,19965102,27010906,25.38,42.3,2759,Si,Si,2160.23,247634,334836,4840,329996
13402,BUIN,3296640,6230045,9040179,25.57,40.91,352,Si,Si,512.34,81745,109641,15661,93980
13403,CALERA DE TANGO,1204380,2501167,4529353,0,0,No Recepcionado,Si,Si,390.75,21627,28525,15973,12552
13404,PAINE,3789240,5142005,6361862,33.53,53.89,294,Si,Si,122.07,61887,82766,29446,53320
13501,MELIPILLA,10901491,3836722,5950890,29.61,45.06,2737,Si,Si,105.29,107490,141612,44283,97329
13502,ALHUÉ,No Recepcionado,No Recepcionado,No Recepcionado,66.67,41.67,116,No Recepcionado,No Recepcionado,8.76,5751,7405,4390,3015
13503,CURACAVÍ,2811743,2004751,3131653,13.68,48.42,167,Si,Si,52.57,27849,36430,13805,22625
13504,MARÍA PINTO,1612031,1456093,1844713,34.85,50,89,Si,No,37.79,11414,14926,6758,8168
13505,SAN PEDRO,1831186,481330,698658,37.04,59.26,140,No Recepcionado,No Recepcionado,15.17,9147,11953,11953,0
13601,TALAGANTE,5707338,3282745,4079604,25.52,38.02,263,Si,Si,649.51,61508,81838,16984,64854
13602,EL MONTE,3055506,1821686,3282201,20,44.35,254,Si,No,339.1,29765,40014,6585,33429
13603,ISLA DE MAIPO,3233578,1871276,2648277,27.85,41.77,502,Si,No,212.54,29996,40171,10273,29898
13604,PADRE HURTADO,4129566,3232959,4537667,35.43,52,337,Si,Si,915.9,55294,74188,8935,65253
13605,PEÑAFLOR,7361336,3240197,4549803,No Recepcionado,No Recepcionado,No Recepcionado,No Recepcionado,No Recepcionado,1464.61,75472,101058,8478,92580
14101,VALDIVIA,19742914,8545343,12221222,30.89,33.98,3826,Si,Si,173.99,138619,176774,11923,164851
14102,CORRAL,2083839,185093,267529,26.09,34.78,92,Si,No,7.1,4299,5447,1810,3637
14103,LANCO,2831453,394889,584018,37.5,44.44,241,Si,Si,33.18,13277,17652,5436,12216
14104,LOS LAGOS,2712114,976301,1280519,30.12,53.01,216,Si,Si,11.46,15595,20518,9970,10548
14105,MÁFIL,1625907,329991,441275,42.22,55.56,145,Si,Si,12.67,5621,7389,2675,4714
14106,MARIQUINA,3469768,787996,1540939,27.17,42.39,392,Si,No,17.6,17109,23250,12380,10870
14107,PAILLACO,2758794,812594,1177543,100,57.69,319,Si,Si,23.21,15901,20798,7372,13426
14108,PANGUIPULLI,7626884,2825602,3433929,36,28,1137,Si,Si,10.93,27270,35991,20161,15830
14201,LA UNIÓN,5014700,1736957,2465975,20.83,42.71,835,Si,No,18.5,30383,39538,11314,28224
14202,FUTRONO,2576724,901168,1130024,30.65,50,172,Si,Si,7.2,11412,15261,6484,8777
14203,LAGO RANCO,2228967,949485,1087607,42.86,47.62,240,Si,Si,5.84,7900,10292,7894,2398
14204,RÍO BUENO,3825536,1266092,1800398,30.77,43.96,289,Si,Si,14.88,25659,32925,14338,18587
15101,ARICA,20046147,9095664,14241887,23.79,38.69,2921,Si,Si,51.58,185247,247552,17888,229664
15102,CAMARONES,1484779,141827,391522,58.33,29.17,74,Si,Si,0.31,1015,1233,1233,0
15201,PUTRE,2115516,132955,291151,32.14,28.57,141,Si,Si,0.43,2058,2515,607,1908
15202,GENERAL LAGOS,1261852,18971,105762,47.06,29.41,44,No,No,0.36,672,810,810,0
16101,CHILLÁN,16558744,9267848,14835812,26.86,42.72,969,Si,Si,388.7,153045,198624,16788,181836
16102,BULNES,3185480,947987,1277127,31.58,46.05,238,Si,Si,53.19,17480,22607,8307,14300
16103,CHILLÁN VIEJO,3362255,1084075,1451743,44.78,43.28,737,Si,Si,115.85,24966,33827,3446,30381
16104,EL CARMEN,2630474,383577,527508,38.03,36.62,233,Si,No,18.58,9639,12334,7232,5102
16105,PEMUCO,1842729,1160037,1242442,43.48,41.3,355,No,No,15.34,6650,8639,4309,4330
16106,PINTO,2279631,619454,895035,30.36,39.29,No Recepcionado,No Recepcionado,No Recepcionado,10.21,9384,11880,5822,6058
16107,QUILLÓN,6510460,494409,978558,26.51,42.17,230,No Recepcionado,No Recepcionado,44.39,14910,18777,7063,11714
16108,SAN IGNACIO,3017976,255075,398807,28.4,49.38,144,No Recepcionado,No Recepcionado,45.67,13030,16624,9385,7239
16109,YUNGAY,3780663,779750,905635,32.2,40.68,330,No,Si,22.57,14457,18596,4176,14420
16201,QUIRIHUE,2736851,265963,421198,28.57,42.86,121,Si,No,20.7,9583,12192,2058,10134
16202,COBQUECURA,2541788,208488,313099,41.03,33.33,No Recepcionado,No Recepcionado,No Recepcionado,9.25,4373,5275,3766,1509
16203,COELEMU,3673940,425988,705103,40.28,50,288,Si,Si,49.25,13074,16845,4454,12391
16204,NINHUE,2062947,130146,226981,32.5,30,180,Si,No,13.5,4342,5414,3834,1580
16205,PORTEZUELO,1956671,110934,151589,37.84,40.54,210,No,Si,17.52,3935,4940,3066,1874
16206,RÁNQUIL,1777208,605059,676837,52.5,45,300,Si,Si,25.25,5001,6261,4527,1734
16207,TREHUACO,1975685,163824,282245,35.71,41.07,116,Si,Si,18.2,4503,5696,3771,1925
16301,SAN CARLOS,7554003,1602889,2649885,60,31.43,1287,Si,No,64.36,43585,56252,20108,36144
16302,COIHUECO,6197376,781143,1089788,34.25,31.51,296,Si,No,15.97,21466,28375,18308,10067
16303,ÑIQUÉN,2395382,254083,472208,35.29,43.14,218,Si,Si,23.46,9194,11567,10379,1188
16304,SAN FABIÁN,1553132,302208,436916,59.09,34.09,101,Si,Si,2.97,3655,4654,2934,1720
16305,SAN NICOLÁS,2101022,739159,951787,32.31,40,283,Si,Si,24.79,9545,12172,6881,5291
